sim1	sim2	equ	niche_overlap_F$D	niche_overlap_T$D	stability.index	expansion.index	unfilling.index	species	threshold
0.237623762	0.188118812	0.861386139	0.000682071	0.002774125	0.49311813	0.50688187	0.020290833	psikra	0.2
0.277227723	0.128712871	0.782178218	0.000682071	0.002774125	0.49394006	0.50605994	0.032323261	psikra	0.15
0.396039604	0.168316832	0.782178218	0.000682071	0.002774125	0.49444443	0.50555557	0.057032409	psikra	0.1
0.336633663	0.178217822	0.841584158	0.000682071	0.002774125	0.494659449	0.505340551	0.104574814	psikra	0.05
0.396039604	0.138613861	0.881188119	0.000682071	0.002774125	0.494740711	0.505259289	0.191088461	psikra	0
0.465346535	0.217821782	NA	0.00097662	0.000509747	NaN	NaN	NaN	psieup	1
0.485148515	0.247524752	NA	0.00097662	0.000509747	NaN	NaN	NaN	psieup	0.95
0.475247525	0.277227723	0.841584158	0.00097662	0.000509747	NaN	NaN	NaN	psieup	0.9
0.524752475	0.227722772	0.891089109	0.00097662	0.000509747	1	0	0.533429603	psieup	0.85
0.504950495	0.217821782	NA	0.00097662	0.000509747	1	0	0.754957463	psieup	0.8
0.564356436	0.178217822	0.891089109	0.00097662	0.000509747	1	0	0.817684861	psieup	0.75
0.574257426	0.257425743	0.831683168	0.00097662	0.000509747	0.897198908	0.102801092	0.858210875	psieup	0.7
0.564356436	0.227722772	NA	0.00097662	0.000509747	0.833971018	0.166028982	0.858785352	psieup	0.65
0.613861386	0.227722772	NA	0.00097662	0.000509747	0.922597107	0.077402893	0.853383695	psieup	0.6
0.514851485	0.168316832	NA	0.00097662	0.000509747	0.948863831	0.051136169	0.84424916	psieup	0.55
0.544554455	0.237623762	NA	0.00097662	0.000509747	0.957963443	0.042036557	0.860803977	psieup	0.5
0.623762376	0.237623762	NA	0.00097662	0.000509747	0.966012277	0.033987723	0.86210018	psieup	0.45
0.455445545	0.267326733	NA	0.00097662	0.000509747	0.969460965	0.030539035	0.868815171	psieup	0.4
0.564356436	0.277227723	0.811881188	0.00097662	0.000509747	0.783091701	0.216908299	0.8839807	psieup	0.35
0.485148515	0.247524752	0.851485149	0.00097662	0.000509747	0.608459662	0.391540338	0.895669784	psieup	0.3
0.504950495	0.247524752	NA	0.00097662	0.000509747	0.452335319	0.547664681	0.904282948	psieup	0.25
0.455445545	0.227722772	NA	0.00097662	0.000509747	0.404696477	0.595303523	0.916637118	psieup	0.2
0.613861386	0.158415842	NA	0.00097662	0.000509747	0.382231215	0.617768785	0.925541032	psieup	0.15
0.465346535	0.267326733	0.861386139	0.00097662	0.000509747	0.374887598	0.625112402	0.934542502	psieup	0.1
0.495049505	0.207920792	NA	0.00097662	0.000509747	0.369346824	0.630653176	0.939455405	psieup	0.05
0.514851485	0.267326733	NA	0.00097662	0.000509747	0.36637951	0.63362049	0.947755986	psieup	0
1	1	NA	0	0	NaN	NaN	NaN	poicep	1
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.95
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.9
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.85
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.8
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.75
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.7
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.65
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.6
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.55
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.5
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.45
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.4
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.35
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.3
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.25
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.2
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.15
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.1
1	1	NA	0	0	0	1	NaN	poicep	0.05
1	1	NA	0	0	0	1	NaN	poicep	0
0.089108911	0.03960396	1	0.000466209	4.80E-05	NaN	NaN	NaN	plomel	1
0.099009901	0.00990099	NA	0.000466209	4.80E-05	NaN	NaN	NaN	plomel	0.95
0.059405941	0.00990099	0.99009901	0.000466209	4.80E-05	NaN	NaN	NaN	plomel	0.9
0.04950495	0.00990099	NA	0.000466209	4.80E-05	NaN	NaN	NaN	plomel	0.85
0.04950495	0.01980198	0.98019802	0.000466209	4.80E-05	NaN	NaN	NaN	plomel	0.8
0.059405941	0.01980198	NA	0.000466209	4.80E-05	0	1	NaN	plomel	0.75
0.089108911	0.01980198	0.97029703	0.000466209	4.80E-05	0	1	NaN	plomel	0.7
0.079207921	0.02970297	NA	0.000466209	4.80E-05	0	1	NaN	plomel	0.65
0.108910891	0.00990099	1	0.000466209	4.80E-05	0	1	NaN	plomel	0.6
0.069306931	0.01980198	NA	0.000466209	4.80E-05	0	1	NaN	plomel	0.55
0.089108911	0.00990099	0.99009901	0.000466209	4.80E-05	0	1	NaN	plomel	0.5
0.089108911	0.00990099	0.99009901	0.000466209	4.80E-05	0	1	NaN	plomel	0.45
0.128712871	0.01980198	0.98019802	0.000466209	4.80E-05	0	1	NaN	plomel	0.4
0.059405941	0.00990099	1	0.000466209	4.80E-05	0.000792523	0.999207477	0.620835839	plomel	0.35
0.079207921	0.01980198	0.99009901	0.000466209	4.80E-05	0.001407838	0.998592162	0.516178828	plomel	0.3
0.089108911	0.00990099	0.98019802	0.000466209	4.80E-05	0.001397315	0.998602685	0.710591524	plomel	0.25
0.04950495	0.01980198	1	0.000466209	4.80E-05	0.001384908	0.998615092	0.772127878	plomel	0.2
0.089108911	0.02970297	1	0.000466209	4.80E-05	0.001379789	0.998620211	0.845752231	plomel	0.15
0.069306931	0.01980198	1	0.000466209	4.80E-05	0.001379789	0.998620211	0.894541858	plomel	0.1
0.128712871	0.00990099	1	0.000466209	4.80E-05	0.001376895	0.998623105	0.917835596	plomel	0.05
0.069306931	0.00990099	1	0.000466209	4.80E-05	0.001376479	0.998623521	0.946319462	plomel	0
1	1	NA	0	0	NaN	NaN	NaN	nannen	1
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.95
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.9
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.85
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.8
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.75
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.7
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.65
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.6
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.55
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.5
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.45
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.4
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.35
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.3
1	1	NA	0	0	NaN	NaN	1	nannen	0.25
1	1	NA	0	0	NaN	NaN	1	nannen	0.2
1	1	NA	0	0	NaN	NaN	1	nannen	0.15
1	1	NA	0	0	NaN	NaN	1	nannen	0.1
1	1	NA	0	0	0	1	1	nannen	0.05
1	1	NA	0	0	0	1	1	nannen	0
0.00990099	0.03960396	0.01980198	0.168709338	0.204923612	NaN	NaN	NaN	myimon	1
0.00990099	0.02970297	0.02970297	0.168709338	0.204923612	NaN	NaN	NaN	myimon	0.95
0.00990099	0.03960396	0.01980198	0.168709338	0.204923612	NaN	NaN	NaN	myimon	0.9
0.00990099	0.01980198	0.01980198	0.168709338	0.204923612	0.97974702	0.02025298	0	myimon	0.85
0.01980198	0.099009901	0.01980198	0.168709338	0.204923612	0.977097879	0.022902121	0	myimon	0.8
0.03960396	0.079207921	0.00990099	0.168709338	0.204923612	0.969003114	0.030996886	0	myimon	0.75
0.00990099	0.059405941	0.01980198	0.168709338	0.204923612	0.956975429	0.043024571	0	myimon	0.7
0.00990099	0.01980198	0.01980198	0.168709338	0.204923612	0.932546528	0.067453472	0	myimon	0.65
0.00990099	0.059405941	0.00990099	0.168709338	0.204923612	0.883297616	0.116702384	0	myimon	0.6
0.00990099	0.02970297	0.02970297	0.168709338	0.204923612	0.832628359	0.167371641	0	myimon	0.55
0.01980198	0.059405941	0.02970297	0.168709338	0.204923612	0.819945062	0.180054938	0	myimon	0.5
0.00990099	0.059405941	0.02970297	0.168709338	0.204923612	0.808835354	0.191164646	0	myimon	0.45
0.00990099	0.04950495	0.01980198	0.168709338	0.204923612	0.809919347	0.190080653	0	myimon	0.4
0.01980198	0.04950495	0.00990099	0.168709338	0.204923612	0.81070614	0.18929386	0.013569285	myimon	0.35
0.01980198	0.059405941	0.01980198	0.168709338	0.204923612	0.810706234	0.189293766	0.024717003	myimon	0.3
0.00990099	0.03960396	0.00990099	0.168709338	0.204923612	0.811469937	0.188530063	0.034414928	myimon	0.25
0.01980198	0.03960396	0.00990099	0.168709338	0.204923612	0.811696948	0.188303052	0.04799359	myimon	0.2
0.01980198	0.03960396	0.00990099	0.168709338	0.204923612	0.812063737	0.187936263	0.056182442	myimon	0.15
0.00990099	0.059405941	0.00990099	0.168709338	0.204923612	0.812310342	0.187689658	0.064107838	myimon	0.1
0.00990099	0.04950495	0.02970297	0.168709338	0.204923612	0.812531752	0.187468248	0.071438217	myimon	0.05
0.00990099	0.059405941	0.00990099	0.168709338	0.204923612	0.812548581	0.187451419	0.080561376	myimon	0
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	NaN	NaN	NaN	eupafe	1
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	NaN	NaN	NaN	eupafe	0.95
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	NaN	NaN	NaN	eupafe	0.9
0.00990099	0.02970297	0.00990099	0.418961545	0.653438511	NaN	NaN	NaN	eupafe	0.85
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	NaN	NaN	NaN	eupafe	0.8
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	1	0	0	eupafe	0.75
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	1	0	3.16E-05	eupafe	0.7
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	1	0	6.54E-05	eupafe	0.65
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	1	0	7.07E-05	eupafe	0.6
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	1	0	9.36E-05	eupafe	0.55
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	1	0	0.001086913	eupafe	0.5
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	0.998848967	0.001151033	0.001384872	eupafe	0.45
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	0.996395778	0.003604222	0.001659287	eupafe	0.4
0.00990099	0.02970297	0.00990099	0.418961545	0.653438511	0.993755288	0.006244712	0.001945145	eupafe	0.35
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	0.990686234	0.009313766	0.002327224	eupafe	0.3
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	0.987856717	0.012143283	0.002629844	eupafe	0.25
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	0.985878413	0.014121587	0.003222963	eupafe	0.2
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	0.985676765	0.014323235	0.00445689	eupafe	0.15
0.00990099	0.00990099	0.00990099	0.418961545	0.653438511	0.985689278	0.014310722	0.006586877	eupafe	0.1
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	0.985696088	0.014303912	0.008050087	eupafe	0.05
0.00990099	0.01980198	0.00990099	0.418961545	0.653438511	0.985714144	0.014285856	0.015725398	eupafe	0
1	1	1	0	0	NaN	NaN	NaN	esttro	1
1	1	NA	0	0	NaN	NaN	NaN	esttro	0.95
1	1	1	0	0	NaN	NaN	NaN	esttro	0.9
1	1	1	0	0	NaN	NaN	NaN	esttro	0.85
1	1	1	0	0	NaN	NaN	NaN	esttro	0.8
1	1	1	0	0	NaN	NaN	NaN	esttro	0.75
1	1	NA	0	0	NaN	NaN	NaN	esttro	0.7
1	1	1	0	0	NaN	NaN	NaN	esttro	0.65
1	1	1	0	0	NaN	NaN	NaN	esttro	0.6
1	1	NA	0	0	NaN	NaN	NaN	esttro	0.55
1	1	1	0	0	NaN	NaN	NaN	esttro	0.5
1	1	1	0	0	NaN	NaN	NaN	esttro	0.45
1	1	1	0	0	0	1	NaN	esttro	0.4
1	1	1	0	0	0	1	NaN	esttro	0.35
1	1	1	0	0	0	1	NaN	esttro	0.3
1	1	1	0	0	0	1	NaN	esttro	0.25
1	1	NA	0	0	0	1	NaN	esttro	0.2
1	1	1	0	0	0	1	NaN	esttro	0.15
1	1	NA	0	0	0	1	NaN	esttro	0.1
1	1	1	0	0	0	1	NaN	esttro	0.05
1	1	NA	0	0	0	1	NaN	esttro	0
1	1	NA	0	0	NaN	NaN	NaN	estmel	1
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.95
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.9
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.85
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.8
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.75
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.7
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.65
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.6
1	1	NA	0	0	0	1	NaN	estmel	0.55
1	1	NA	0	0	0	1	NaN	estmel	0.5
1	1	NA	0	0	0	1	NaN	estmel	0.45
1	1	NA	0	0	0	1	NaN	estmel	0.4
1	1	NA	0	0	0	1	NaN	estmel	0.35
1	1	NA	0	0	0	1	NaN	estmel	0.3
1	1	NA	0	0	0	1	NaN	estmel	0.25
1	1	NA	0	0	0	1	NaN	estmel	0.2
1	1	NA	0	0	0	1	NaN	estmel	0.15
1	1	NA	0	0	0	1	NaN	estmel	0.1
1	1	NA	0	0	0	1	NaN	estmel	0.05
1	1	NA	0	0	0	1	NaN	estmel	0
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	NaN	NaN	NaN	estast	1
0.00990099	0.03960396	0.00990099	0.398712987	0.46395906	NaN	NaN	NaN	estast	0.95
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	NaN	NaN	NaN	estast	0.9
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	NaN	NaN	NaN	estast	0.85
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	NaN	NaN	NaN	estast	0.8
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	NaN	NaN	NaN	estast	0.75
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0	estast	0.7
0.00990099	0.01980198	0.00990099	0.398712987	0.46395906	1	0	0	estast	0.65
0.00990099	0.01980198	0.00990099	0.398712987	0.46395906	1	0	0	estast	0.6
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.000619818	estast	0.55
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.000630492	estast	0.5
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.000961777	estast	0.45
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.001189068	estast	0.4
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.001809506	estast	0.35
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.002391429	estast	0.3
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	1	0	0.008542849	estast	0.25
0.00990099	0.01980198	0.00990099	0.398712987	0.46395906	0.995141215	0.004858785	0.01428762	estast	0.2
0.00990099	0.01980198	0.00990099	0.398712987	0.46395906	0.992138116	0.007861884	0.021477529	estast	0.15
0.00990099	0.01980198	0.00990099	0.398712987	0.46395906	0.989533741	0.010466259	0.032284054	estast	0.1
0.00990099	0.00990099	0.00990099	0.398712987	0.46395906	0.986909088	0.013090912	0.042971971	estast	0.05
0.00990099	0.01980198	0.00990099	0.398712987	0.46395906	0.982464819	0.017535181	0.055634573	estast	0
0.435643564	0.584158416	1	0.002156308	0.000995006	NaN	NaN	NaN	chrpic	1
0.356435644	0.633663366	1	0.002156308	0.000995006	NaN	NaN	NaN	chrpic	0.95
0.376237624	0.633663366	1	0.002156308	0.000995006	NaN	NaN	NaN	chrpic	0.9
0.435643564	0.702970297	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.85
0.415841584	0.693069307	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.8
0.376237624	0.643564356	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.75
0.356435644	0.653465347	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.7
0.465346535	0.683168317	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.65
0.316831683	0.653465347	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.6
0.415841584	0.683168317	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.55
0.425742574	0.564356436	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.5
0.445544554	0.693069307	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.45
0.386138614	0.594059406	1	0.002156308	0.000995006	NaN	NaN	1	chrpic	0.4
0.336633663	0.702970297	1	0.002156308	0.000995006	0.370701623	0.629298377	0.999574822	chrpic	0.35
0.336633663	0.613861386	1	0.002156308	0.000995006	0.374509074	0.625490926	0.999113809	chrpic	0.3
0.376237624	0.643564356	1	0.002156308	0.000995006	0.237767353	0.762232647	0.9989928	chrpic	0.25
0.435643564	0.643564356	1	0.002156308	0.000995006	0.112549646	0.887450354	0.998996282	chrpic	0.2
0.346534653	0.702970297	1	0.002156308	0.000995006	0.057997595	0.942002405	0.998997954	chrpic	0.15
0.376237624	0.722772277	1	0.002156308	0.000995006	0.04070322	0.95929678	0.998999743	chrpic	0.1
0.475247525	0.752475248	1	0.002156308	0.000995006	0.028679709	0.971320291	0.999000389	chrpic	0.05
0.435643564	0.663366337	1	0.002156308	0.000995006	0.017717307	0.982282693	0.99900132	chrpic	0
0.059405941	0.00990099	0.277227723	0.033627155	0.014292765	NaN	NaN	NaN	araacu	1
0.108910891	0.00990099	0.316831683	0.033627155	0.014292765	NaN	NaN	NaN	araacu	0.95
0.04950495	0.01980198	0.247524752	0.033627155	0.014292765	NaN	NaN	NaN	araacu	0.9
0.02970297	0.00990099	0.326732673	0.033627155	0.014292765	0.236641136	0.763358864	0	araacu	0.85
0.079207921	0.00990099	0.306930693	0.033627155	0.014292765	0.375290057	0.624709943	0	araacu	0.8
0.069306931	0.00990099	0.257425743	0.033627155	0.014292765	0.28248047	0.71751953	0	araacu	0.75
0.069306931	0.00990099	0.287128713	0.033627155	0.014292765	0.204927833	0.795072167	0	araacu	0.7
0.099009901	0.00990099	0.376237624	0.033627155	0.014292765	0.172069213	0.827930787	0	araacu	0.65
0.059405941	0.00990099	0.267326733	0.033627155	0.014292765	0.155595236	0.844404764	0	araacu	0.6
0.059405941	0.01980198	0.257425743	0.033627155	0.014292765	0.147454857	0.852545143	0	araacu	0.55
0.089108911	0.00990099	0.257425743	0.033627155	0.014292765	0.14299248	0.85700752	0	araacu	0.5
0.059405941	0.00990099	0.257425743	0.033627155	0.014292765	0.140063794	0.859936206	0	araacu	0.45
0.02970297	0.00990099	0.306930693	0.033627155	0.014292765	0.139693251	0.860306749	0	araacu	0.4
0.059405941	0.01980198	0.405940594	0.033627155	0.014292765	0.139301109	0.860698891	0	araacu	0.35
0.059405941	0.00990099	0.287128713	0.033627155	0.014292765	0.139301109	0.860698891	0	araacu	0.3
0.079207921	0.00990099	0.306930693	0.033627155	0.014292765	0.139301109	0.860698891	0	araacu	0.25
0.069306931	0.00990099	0.277227723	0.033627155	0.014292765	0.139301109	0.860698891	0.0520682	araacu	0.2
0.069306931	0.00990099	0.237623762	0.033627155	0.014292765	0.139301109	0.860698891	0.123434463	araacu	0.15
0.118811881	0.00990099	0.277227723	0.033627155	0.014292765	0.139301109	0.860698891	0.123434463	araacu	0.1
0.069306931	0.00990099	0.287128713	0.033627155	0.014292765	0.139301109	0.860698891	0.226544706	araacu	0.05
0.089108911	0.00990099	0.316831683	0.033627155	0.014292765	0.139301109	0.860698891	0.262411317	araacu	0
0.297029703	0.02970297	1	0.000160272	0.001046162	NaN	NaN	NaN	amaama	1
0.297029703	0.059405941	1	0.000160272	0.001046162	NaN	NaN	NaN	amaama	0.95
0.356435644	0.01980198	1	0.000160272	0.001046162	NaN	NaN	NaN	amaama	0.9
0.257425743	0.00990099	1	0.000160272	0.001046162	0	1	NaN	amaama	0.85
0.396039604	0.03960396	1	0.000160272	0.001046162	0	1	NaN	amaama	0.8
0.376237624	0.059405941	1	0.000160272	0.001046162	0.022487558	0.977512442	0	amaama	0.75
0.306930693	0.01980198	1	0.000160272	0.001046162	0.049513907	0.950486093	0	amaama	0.7
0.287128713	0.02970297	1	0.000160272	0.001046162	0.059575915	0.940424085	0	amaama	0.65
0.356435644	0.03960396	1	0.000160272	0.001046162	0.084410796	0.915589204	0	amaama	0.6
0.336633663	0.03960396	1	0.000160272	0.001046162	0.087831684	0.912168316	0	amaama	0.55
0.336633663	0.03960396	1	0.000160272	0.001046162	0.095386802	0.904613198	0.03345191	amaama	0.5
0.396039604	0.069306931	1	0.000160272	0.001046162	0.098028941	0.901971059	0.029542934	amaama	0.45
0.316831683	0.069306931	1	0.000160272	0.001046162	0.10164917	0.89835083	0.03155858	amaama	0.4
0.316831683	0.04950495	1	0.000160272	0.001046162	0.104269941	0.895730059	0.177336687	amaama	0.35
