sim1	sim2	equ	niche_overlap_F$D	niche_overlap_T$D	stability.index	expansion.index	unfilling.index	species	threshold
0.198019802	0.217821782	1	0.001575856	0.000354794	0.061137825	0.938862175	0.571615049	syrrev	0
0.475247525	0.118811881	0.920792079	0.001019925	0.004035748	NaN	NaN	NaN	psikra	1
0.415841584	0.178217822	0.861386139	0.001019925	0.004035748	NaN	NaN	NaN	psikra	0.95
0.376237624	0.188118812	0.851485149	0.001019925	0.004035748	NaN	NaN	NaN	psikra	0.9
0.445544554	0.059405941	0.841584158	0.001019925	0.004035748	0.930866984	0.069133016	0	psikra	0.85
0.504950495	0.04950495	0.861386139	0.001019925	0.004035748	0.862276761	0.137723239	0	psikra	0.8
0.396039604	0.108910891	0.940594059	0.001019925	0.004035748	0.901806423	0.098193577	0	psikra	0.75
0.376237624	0.247524752	0.920792079	0.001019925	0.004035748	0.844000218	0.155999782	0	psikra	0.7
0.356435644	0.108910891	0.910891089	0.001019925	0.004035748	0.763492541	0.236507459	0	psikra	0.65
0.415841584	0.217821782	0.871287129	0.001019925	0.004035748	0.726500799	0.273499201	0	psikra	0.6
0.504950495	0.178217822	0.881188119	0.001019925	0.004035748	0.60912235	0.39087765	0	psikra	0.55
0.366336634	0.108910891	0.900990099	0.001019925	0.004035748	0.553434459	0.446565541	0	psikra	0.5
0.435643564	0.138613861	0.891089109	0.001019925	0.004035748	0.50872565	0.49127435	0	psikra	0.45
0.514851485	0.148514851	0.881188119	0.001019925	0.004035748	0.498127569	0.501872431	0	psikra	0.4
0.356435644	0.128712871	0.910891089	0.001019925	0.004035748	0.494832046	0.505167954	0	psikra	0.35
0.405940594	0.158415842	0.95049505	0.001019925	0.004035748	0.493123351	0.506876649	0	psikra	0.3
0.455445545	0.138613861	0.871287129	0.001019925	0.004035748	0.493187924	0.506812076	0.022133422	psikra	0.25
0.326732673	0.168316832	0.871287129	0.001019925	0.004035748	0.49298501	0.50701499	0.021200725	psikra	0.2
0.405940594	0.158415842	0.881188119	0.001019925	0.004035748	0.492576128	0.507423872	0.021095605	psikra	0.15
0.435643564	0.198019802	0.861386139	0.001019925	0.004035748	0.493212415	0.506787585	0.062918472	psikra	0.1
0.465346535	0.118811881	0.940594059	0.001019925	0.004035748	0.493429039	0.506570961	0.153371347	psikra	0.05
0.396039604	0.118811881	0.881188119	0.001019925	0.004035748	0.493444844	0.506555156	0.211304772	psikra	0
0.564356436	0.405940594	0.99009901	0.001647873	0.000871978	NaN	NaN	NaN	psieup	1
0.633663366	0.405940594	0.98019802	0.001647873	0.000871978	NaN	NaN	NaN	psieup	0.95
0.554455446	0.425742574	1	0.001647873	0.000871978	NaN	NaN	NaN	psieup	0.9
0.534653465	0.435643564	0.98019802	0.001647873	0.000871978	NaN	NaN	NaN	psieup	0.85
0.534653465	0.455445545	1	0.001647873	0.000871978	NaN	NaN	1	psieup	0.8
0.485148515	0.445544554	1	0.001647873	0.000871978	1	0	0.848791304	psieup	0.75
0.495049505	0.376237624	0.99009901	0.001647873	0.000871978	0.955975634	0.044024366	0.738949618	psieup	0.7
0.495049505	0.405940594	0.99009901	0.001647873	0.000871978	0.948079864	0.051920136	0.743692336	psieup	0.65
0.524752475	0.455445545	1	0.001647873	0.000871978	0.955736476	0.044263524	0.745133215	psieup	0.6
0.564356436	0.415841584	1	0.001647873	0.000871978	0.973599219	0.026400781	0.73731963	psieup	0.55
0.643564356	0.386138614	1	0.001647873	0.000871978	0.978403374	0.021596626	0.788376395	psieup	0.5
0.544554455	0.356435644	1	0.001647873	0.000871978	0.97865486	0.02134514	0.798570683	psieup	0.45
0.564356436	0.386138614	0.99009901	0.001647873	0.000871978	0.982458978	0.017541022	0.81809694	psieup	0.4
0.584158416	0.396039604	1	0.001647873	0.000871978	0.80831886	0.19168114	0.846221829	psieup	0.35
0.564356436	0.415841584	1	0.001647873	0.000871978	0.549244101	0.450755899	0.862747123	psieup	0.3
0.534653465	0.386138614	1	0.001647873	0.000871978	0.365191715	0.634808285	0.876196749	psieup	0.25
0.544554455	0.415841584	0.98019802	0.001647873	0.000871978	0.336325906	0.663674094	0.901450947	psieup	0.2
0.663366337	0.475247525	0.99009901	0.001647873	0.000871978	0.329833833	0.670166167	0.914293744	psieup	0.15
0.613861386	0.376237624	0.99009901	0.001647873	0.000871978	0.32708777	0.67291223	0.922835782	psieup	0.1
0.643564356	0.415841584	0.99009901	0.001647873	0.000871978	0.325944511	0.674055489	0.929777067	psieup	0.05
0.613861386	0.366336634	1	0.001647873	0.000871978	0.325281195	0.674718805	0.942544146	psieup	0
1	1	NA	0	0	NaN	NaN	NaN	poicep	1
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.95
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.9
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.85
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.8
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.75
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.7
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.65
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.6
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.55
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.5
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.45
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.4
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.35
1	1	NA	0	0	NaN	NaN	NaN	poicep	0.3
1	1	NA	0	0	0	1	NaN	poicep	0.25
1	1	NA	0	0	0	1	NaN	poicep	0.2
1	1	NA	0	0	0	1	NaN	poicep	0.15
1	1	NA	0	0	0	1	NaN	poicep	0.1
1	1	NA	0	0	0	1	NaN	poicep	0.05
1	1	NA	0	0	0	1	NaN	poicep	0
0.524752475	0.237623762	0.98019802	0.000223033	0.000167489	NaN	NaN	NaN	plomel	1
0.584158416	0.108910891	1	0.000223033	0.000167489	NaN	NaN	NaN	plomel	0.95
0.514851485	0.148514851	1	0.000223033	0.000167489	NaN	NaN	NaN	plomel	0.9
0.485148515	0.217821782	1	0.000223033	0.000167489	0.123401595	0.876598405	0	plomel	0.85
0.544554455	0.188118812	1	0.000223033	0.000167489	0.035005759	0.964994241	0	plomel	0.8
0.534653465	0.207920792	1	0.000223033	0.000167489	0.018734387	0.981265613	0	plomel	0.75
0.504950495	0.217821782	1	0.000223033	0.000167489	0.016243178	0.983756822	0	plomel	0.7
0.534653465	0.247524752	1	0.000223033	0.000167489	0.015296164	0.984703836	0	plomel	0.65
0.475247525	0.267326733	1	0.000223033	0.000167489	0.013258993	0.986741007	0	plomel	0.6
0.594059406	0.217821782	1	0.000223033	0.000167489	0.012737428	0.987262572	0	plomel	0.55
0.574257426	0.237623762	1	0.000223033	0.000167489	0.012064343	0.987935657	0.279389911	plomel	0.5
0.544554455	0.158415842	1	0.000223033	0.000167489	0.012827354	0.987172646	0.774022424	plomel	0.45
0.603960396	0.198019802	1	0.000223033	0.000167489	0.013400618	0.986599382	0.912713197	plomel	0.4
0.574257426	0.297029703	1	0.000223033	0.000167489	0.013397028	0.986602972	0.928788252	plomel	0.35
0.524752475	0.237623762	1	0.000223033	0.000167489	0.013397028	0.986602972	0.946309747	plomel	0.3
0.514851485	0.158415842	1	0.000223033	0.000167489	0.013397028	0.986602972	0.950949402	plomel	0.25
0.544554455	0.198019802	1	0.000223033	0.000167489	0.013397028	0.986602972	0.96217896	plomel	0.2
0.524752475	0.227722772	1	0.000223033	0.000167489	0.013397028	0.986602972	0.967705689	plomel	0.15
0.663366337	0.227722772	1	0.000223033	0.000167489	0.013397028	0.986602972	0.972290705	plomel	0.1
0.534653465	0.217821782	0.99009901	0.000223033	0.000167489	0.013397028	0.986602972	0.974871449	plomel	0.05
0.495049505	0.207920792	1	0.000223033	0.000167489	0.013397028	0.986602972	0.979685973	plomel	0
1	1	NA	0	0	NaN	NaN	NaN	nannen	1
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.95
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.9
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.85
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.8
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.75
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.7
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.65
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.6
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.55
1	1	NA	0	0	NaN	NaN	NaN	nannen	0.5
1	1	NA	0	0	0	1	NaN	nannen	0.45
1	1	NA	0	0	0	1	NaN	nannen	0.4
1	1	NA	0	0	0	1	NaN	nannen	0.35
1	1	NA	0	0	0	1	NaN	nannen	0.3
1	1	NA	0	0	0	1	NaN	nannen	0.25
1	1	NA	0	0	0	1	NaN	nannen	0.2
1	1	NA	0	0	0	1	NaN	nannen	0.15
1	1	NA	0	0	0	1	NaN	nannen	0.1
1	1	NA	0	0	0	1	NaN	nannen	0.05
1	1	NA	0	0	0	1	NaN	nannen	0
0.00990099	0.01980198	0.00990099	0.294936552	0.243594434	NaN	NaN	NaN	myimon	1
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	1	0	0	myimon	0.95
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	1	0	0	myimon	0.9
0.00990099	0.01980198	0.00990099	0.294936552	0.243594434	0.972327871	0.027672129	0	myimon	0.85
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.976437753	0.023562247	0	myimon	0.8
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.975896367	0.024103633	0	myimon	0.75
0.00990099	0.01980198	0.00990099	0.294936552	0.243594434	0.96886872	0.03113128	0	myimon	0.7
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.963480417	0.036519583	0	myimon	0.65
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.954336686	0.045663314	0	myimon	0.6
0.00990099	0.01980198	0.00990099	0.294936552	0.243594434	0.924280852	0.075719148	0	myimon	0.55
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.851355735	0.148644265	0	myimon	0.5
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.83299929	0.16700071	0	myimon	0.45
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.819182551	0.180817449	0	myimon	0.4
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.817418447	0.182581553	0	myimon	0.35
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.817181154	0.182818846	0	myimon	0.3
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.816689707	0.183310293	0.000921899	myimon	0.25
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.816671101	0.183328899	0.002868277	myimon	0.2
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.816484842	0.183515158	0.006680009	myimon	0.15
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.816551363	0.183448637	0.013511931	myimon	0.1
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.81646952	0.18353048	0.019739533	myimon	0.05
0.00990099	0.00990099	0.00990099	0.294936552	0.243594434	0.816350293	0.183649707	0.034666088	myimon	0
0.03960396	0.306930693	1	0.12606783	0.23627943	NaN	NaN	NaN	eupafe	1
0.03960396	0.336633663	1	0.12606783	0.23627943	NaN	NaN	NaN	eupafe	0.95
0.04950495	0.227722772	1	0.12606783	0.23627943	NaN	NaN	NaN	eupafe	0.9
0.03960396	0.386138614	1	0.12606783	0.23627943	NaN	NaN	NaN	eupafe	0.85
0.02970297	0.297029703	1	0.12606783	0.23627943	1	0	0	eupafe	0.8
0.02970297	0.227722772	1	0.12606783	0.23627943	1	0	0	eupafe	0.75
0.01980198	0.227722772	1	0.12606783	0.23627943	1	0	0.006950508	eupafe	0.7
0.02970297	0.277227723	1	0.12606783	0.23627943	1	0	0.151342981	eupafe	0.65
0.03960396	0.326732673	1	0.12606783	0.23627943	1	0	0.374991221	eupafe	0.6
0.01980198	0.297029703	1	0.12606783	0.23627943	1	0	0.320690972	eupafe	0.55
0.03960396	0.386138614	1	0.12606783	0.23627943	1	0	0.353479247	eupafe	0.5
0.04950495	0.306930693	1	0.12606783	0.23627943	1	0	0.370228155	eupafe	0.45
0.01980198	0.277227723	1	0.12606783	0.23627943	0.998813281	0.001186719	0.376751543	eupafe	0.4
0.03960396	0.405940594	1	0.12606783	0.23627943	0.998094431	0.001905569	0.379445294	eupafe	0.35
0.01980198	0.287128713	1	0.12606783	0.23627943	0.998097112	0.001902888	0.381585034	eupafe	0.3
0.00990099	0.316831683	1	0.12606783	0.23627943	0.998097112	0.001902888	0.383583777	eupafe	0.25
0.01980198	0.346534653	1	0.12606783	0.23627943	0.998097112	0.001902888	0.384595865	eupafe	0.2
0.00990099	0.316831683	1	0.12606783	0.23627943	0.998097112	0.001902888	0.385526841	eupafe	0.15
0.02970297	0.316831683	1	0.12606783	0.23627943	0.998097112	0.001902888	0.385821576	eupafe	0.1
0.01980198	0.306930693	1	0.12606783	0.23627943	0.998097112	0.001902888	0.386675763	eupafe	0.05
0.02970297	0.316831683	1	0.12606783	0.23627943	0.998097112	0.001902888	0.386955426	eupafe	0
1	1	1	0	1.11E-16	NaN	NaN	NaN	esttro	1
1	1	NA	0	1.11E-16	NaN	NaN	NaN	esttro	0.95
1	1	1	0	1.11E-16	NaN	NaN	NaN	esttro	0.9
1	1	1	0	1.11E-16	NaN	NaN	NaN	esttro	0.85
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.8
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.75
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.7
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.65
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.6
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.55
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.5
1	1	NA	0	1.11E-16	0	1	NaN	esttro	0.45
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.4
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.35
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.3
1	1	NA	0	1.11E-16	0	1	NaN	esttro	0.25
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.2
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.15
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.1
1	1	1	0	1.11E-16	0	1	NaN	esttro	0.05
1	1	1	0	1.11E-16	0	1	NaN	esttro	0
1	1	NA	0	0	NaN	NaN	NaN	estmel	1
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.95
1	1	NA	0	0	NaN	NaN	NaN	estmel	0.9
1	1	NA	0	0	0	1	NaN	estmel	0.85
1	1	NA	0	0	0	1	NaN	estmel	0.8
1	1	NA	0	0	0	1	NaN	estmel	0.75
1	1	NA	0	0	0	1	NaN	estmel	0.7
1	1	NA	0	0	0	1	NaN	estmel	0.65
1	1	NA	0	0	0	1	NaN	estmel	0.6
1	1	NA	0	0	0	1	NaN	estmel	0.55
1	1	NA	0	0	0	1	NaN	estmel	0.5
1	1	NA	0	0	0	1	NaN	estmel	0.45
1	1	NA	0	0	0	1	NaN	estmel	0.4
1	1	NA	0	0	0	1	NaN	estmel	0.35
1	1	NA	0	0	0	1	NaN	estmel	0.3
1	1	NA	0	0	0	1	NaN	estmel	0.25
1	1	NA	0	0	0	1	NaN	estmel	0.2
1	1	NA	0	0	0	1	NaN	estmel	0.15
1	1	NA	0	0	0	1	1	estmel	0.1
1	1	NA	0	0	0	1	1	estmel	0.05
1	1	NA	0	0	0	1	1	estmel	0
0.00990099	0.118811881	0.00990099	0.401266894	0.478135401	NaN	NaN	NaN	estast	1
0.00990099	0.04950495	0.00990099	0.401266894	0.478135401	NaN	NaN	NaN	estast	0.95
0.00990099	0.059405941	0.00990099	0.401266894	0.478135401	NaN	NaN	NaN	estast	0.9
0.00990099	0.099009901	0.00990099	0.401266894	0.478135401	NaN	NaN	NaN	estast	0.85
0.00990099	0.099009901	0.00990099	0.401266894	0.478135401	NaN	NaN	NaN	estast	0.8
0.00990099	0.059405941	0.00990099	0.401266894	0.478135401	1	0	0	estast	0.75
0.00990099	0.00990099	0.00990099	0.401266894	0.478135401	1	0	0	estast	0.7
0.00990099	0.04950495	0.00990099	0.401266894	0.478135401	1	0	0.018669117	estast	0.65
0.00990099	0.059405941	0.00990099	0.401266894	0.478135401	1	0	0.040549458	estast	0.6
0.00990099	0.059405941	0.00990099	0.401266894	0.478135401	1	0	0.031905351	estast	0.55
0.00990099	0.02970297	0.00990099	0.401266894	0.478135401	1	0	0.030441246	estast	0.5
0.00990099	0.108910891	0.00990099	0.401266894	0.478135401	1	0	0.030994363	estast	0.45
0.00990099	0.138613861	0.00990099	0.401266894	0.478135401	1	0	0.030696297	estast	0.4
0.00990099	0.03960396	0.00990099	0.401266894	0.478135401	1	0	0.030551414	estast	0.35
0.00990099	0.069306931	0.00990099	0.401266894	0.478135401	1	0	0.03426015	estast	0.3
0.00990099	0.079207921	0.00990099	0.401266894	0.478135401	0.999702387	0.000297613	0.037468486	estast	0.25
0.01980198	0.099009901	0.00990099	0.401266894	0.478135401	0.999503529	0.000496471	0.044977252	estast	0.2
0.00990099	0.099009901	0.00990099	0.401266894	0.478135401	0.999504489	0.000495511	0.05159389	estast	0.15
0.00990099	0.04950495	0.00990099	0.401266894	0.478135401	0.999505011	0.000494989	0.055119089	estast	0.1
0.00990099	0.128712871	0.00990099	0.401266894	0.478135401	0.999505074	0.000494926	0.070973664	estast	0.05
0.00990099	0.059405941	0.00990099	0.401266894	0.478135401	0.999505074	0.000494926	0.083554621	estast	0
1	1	1	0	0	NaN	NaN	NaN	chrpic	1
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.95
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.9
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.85
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.8
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.75
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.7
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.65
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.6
1	1	1	0	0	NaN	NaN	NaN	chrpic	0.55
1	1	1	0	0	NaN	NaN	1	chrpic	0.5
1	1	1	0	0	NaN	NaN	1	chrpic	0.45
1	1	1	0	0	NaN	NaN	1	chrpic	0.4
1	1	1	0	0	NaN	NaN	1	chrpic	0.35
1	1	1	0	0	NaN	NaN	1	chrpic	0.3
1	1	1	0	0	NaN	NaN	1	chrpic	0.25
1	1	1	0	0	NaN	NaN	1	chrpic	0.2
1	1	1	0	0	NaN	NaN	1	chrpic	0.15
1	1	1	0	0	NaN	NaN	1	chrpic	0.1
1	1	1	0	0	NaN	NaN	1	chrpic	0.05
1	1	1	0	0	NaN	NaN	1	chrpic	0
0.316831683	0.356435644	0.792079208	0.019268024	0.013932227	NaN	NaN	NaN	araacu	1
0.396039604	0.445544554	0.643564356	0.019268024	0.013932227	NaN	NaN	NaN	araacu	0.95
0.316831683	0.386138614	0.752475248	0.019268024	0.013932227	0.193856186	0.806143814	0	araacu	0.9
0.277227723	0.356435644	0.772277228	0.019268024	0.013932227	0.311208275	0.688791725	0	araacu	0.85
0.297029703	0.455445545	0.821782178	0.019268024	0.013932227	0.255956307	0.744043693	0	araacu	0.8
0.326732673	0.396039604	0.811881188	0.019268024	0.013932227	0.18760824	0.81239176	0	araacu	0.75
0.386138614	0.485148515	0.811881188	0.019268024	0.013932227	0.155943305	0.844056695	0	araacu	0.7
0.366336634	0.514851485	0.732673267	0.019268024	0.013932227	0.140090409	0.859909591	0	araacu	0.65
0.336633663	0.366336634	0.702970297	0.019268024	0.013932227	0.131165267	0.868834733	0	araacu	0.6
0.306930693	0.504950495	0.801980198	0.019268024	0.013932227	0.123862876	0.876137124	0	araacu	0.55
0.366336634	0.435643564	0.722772277	0.019268024	0.013932227	0.119859553	0.880140447	0.123060092	araacu	0.5
0.306930693	0.336633663	0.732673267	0.019268024	0.013932227	0.116608083	0.883391917	0.161731547	araacu	0.45
0.316831683	0.396039604	0.732673267	0.019268024	0.013932227	0.113618786	0.886381214	0.204636843	araacu	0.4
0.366336634	0.445544554	0.643564356	0.019268024	0.013932227	0.111429784	0.888570216	0.239875617	araacu	0.35
0.366336634	0.396039604	0.722772277	0.019268024	0.013932227	0.110291297	0.889708703	0.314717914	araacu	0.3
0.297029703	0.485148515	0.722772277	0.019268024	0.013932227	0.108901255	0.891098745	0.338382203	araacu	0.25
0.277227723	0.495049505	0.722772277	0.019268024	0.013932227	0.108191287	0.891808713	0.383430075	araacu	0.2
0.366336634	0.356435644	0.752475248	0.019268024	0.013932227	0.108191287	0.891808713	0.406222666	araacu	0.15
0.306930693	0.376237624	0.772277228	0.019268024	0.013932227	0.107486241	0.892513759	0.427173612	araacu	0.1
0.415841584	0.376237624	0.742574257	0.019268024	0.013932227	0.107153784	0.892846216	0.437029379	araacu	0.05
0.326732673	0.564356436	0.801980198	0.019268024	0.013932227	0.107153784	0.892846216	0.474453548	araacu	0
0.445544554	0.346534653	1	0.000450243	0.003634253	NaN	NaN	NaN	amaama	1
0.425742574	0.297029703	1	0.000450243	0.003634253	0	1	NaN	amaama	0.95
0.287128713	0.297029703	1	0.000450243	0.003634253	0.099832665	0.900167335	0	amaama	0.9
0.465346535	0.356435644	1	0.000450243	0.003634253	0.103173839	0.896826161	0	amaama	0.85
0.455445545	0.346534653	1	0.000450243	0.003634253	0.1403397	0.8596603	0	amaama	0.8
0.386138614	0.415841584	1	0.000450243	0.003634253	0.145696663	0.854303337	0	amaama	0.75
0.386138614	0.316831683	1	0.000450243	0.003634253	0.15437393	0.84562607	0	amaama	0.7
0.376237624	0.277227723	1	0.000450243	0.003634253	0.169473574	0.830526426	0	amaama	0.65
0.366336634	0.366336634	1	0.000450243	0.003634253	0.173217783	0.826782217	0.00384715	amaama	0.6
0.386138614	0.287128713	1	0.000450243	0.003634253	0.178365234	0.821634766	0.017964875	amaama	0.55
0.465346535	0.356435644	1	0.000450243	0.003634253	0.179811584	0.820188416	0.025940232	amaama	0.5
0.415841584	0.316831683	1	0.000450243	0.003634253	0.181207032	0.818792968	0.108043172	amaama	0.45
0.435643564	0.316831683	1	0.000450243	0.003634253	0.182188146	0.817811854	0.1190228	amaama	0.4
0.287128713	0.346534653	1	0.000450243	0.003634253	0.18202105	0.81797895	0.249063694	amaama	0.35
0.445544554	0.297029703	1	0.000450243	0.003634253	0.181797027	0.818202973	0.315884471	amaama	0.3
0.445544554	0.346534653	1	0.000450243	0.003634253	0.181797027	0.818202973	0.484713183	amaama	0.25
0.336633663	0.346534653	1	0.000450243	0.003634253	0.181797027	0.818202973	0.544745395	amaama	0.2
0.336633663	0.257425743	1	0.000450243	0.003634253	0.181797027	0.818202973	0.570355354	amaama	0.15
0.386138614	0.227722772	1	0.000450243	0.003634253	0.181797027	0.818202973	0.599364542	amaama	0.1
0.415841584	0.316831683	1	0.000450243	0.003634253	0.181797027	0.818202973	0.645156518	amaama	0.05
0.366336634	0.405940594	1	0.000450243	0.003634253	0.181797027	0.818202973	0.681160127	amaama	0
1	1	NA	0	0	NaN	NaN	NaN	agaros	1
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.95
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.9
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.85
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.8
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.75
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.7
1	1	NA	0	0	NaN	NaN	NaN	agaros	0.65
